name,description
"Quaker Chewy Granola Bars, 25% Less Sugar Chocolate Chip, 8 Bars","Quaker Chewy 25% Less Sugar Chocolate Chip Granola Bars are a low-sugar alternative to other bars. With 25% less sugar than regular Chewy Chocolate Chipand 8 grams of whole grain, these bars are a great snacking option."
"Bumble Bee Skinless & Boneless Chunk Light Pink Salmon in Water, 5 Oz","Bumble Bee Skinless & Boneless Chunk Light Pink Salmon in Water, 5 Oz"
"Brown Gold 100% Brazilian Coffee, 48 Count","Brown gold 100% Brazilian coffee, 48 count."
NIVEA Raspberry Rose Lip Butter 0.59 Ounce Carded Tin,"NIVEA Raspberry Rose Lip Butter's vitamin-enriched formula blends superior moisturizers with Nivea's Hydra IQ technology to create a light, protective layer of long-lasting nourishment for smooth, healthy-looking lips."
"Zebra Pen F-402 Ballpoint Pen, Retractable, 0.7mm, Black, 2 Pack (29212)",Executive style stainless steel barrel. Large rubberized grip for full writing comfort. Designer metal pocket clip.
"Spree Chewy Recloseable Bag, 12 Ounce","Spree chewy tangy and bold. It's a kick in the mouth, try it.. These candy coated candies are hard yet chewable and they come in amazing fruity flavors."
"Glade Wax Melt Refill, Lavender and Vanilla, 6 Count",A product for every moment. Glade wax melt refills lavender and vanilla 6 count.
"Starbucks French Roast Whole Bean Coffee (Intense and Smoky), 12 oz","Starbucks French Roast Whole Bean Coffee (Extra Bold), 12 Oz"
"Optimum Nutrition 100% Whey Protein, Double Rich Chocolate, 16 Ounce",Optimum Nutrition's 100-percent Whey Protein is a whey protein supplement that mixes easily with a spoon. Each serving provides 23 grams of whey protein from Optimum Nutrition's proprietary QuadPlex Protein Blend.
"McCormick Grill Mates Belgian Style White Ale Seasoning, 2.37 oz","A distinctive blend created by McCormick and Keith Villa, head Brewmaster & Founder of Blue Moon Brewing Company, inspired by the signature orange and coriander flavor of Blue Moon Belgian-Style White Ale."
"Kashi Hummus Crisps, Sea Salt Olive Oil, 4 Ounce (Pack of 6)","The simple taste of hummus comes through in every crunchable bite of our sea salt and olive oil Kashi hummus crisps. Real sea salt brings out the delicate nuttiness only extra virgin olive oil can provide, adding up to a crisp thats worth savoring."
"Better Than Ears Premium Dog Treats, Smoky Bacon Flavor, 36 Count Pouch",Lip smacking smoky bacon flavored premium healthy dog treats. An alternative that's better than real pig ears.
"Hefty Everyday Foam Plates (White, Soak Proof, 9-inch, 130 Count)","Hefty everyday foam plates, bowls and trays are strong and soak proof to handle the messiest meals and make clean up easy. Available in white, they are perfect for every meal."
"Probar Individual Brownie Crisp Protein Bar, 2.46 Ounce (Pack of 12)","21 grams of plant protein and plenty of real, recongizable ingredients. It boasts chia and flax seeds to keep you going strong."
"Nature Made Super B Complex + Vitamin C Tablets, 360 Count",Super B-Complex helps convert food into energy. B vitamins are also necessary for normal functioning of the nervous system. Our Super B-Complex formula contains high levels of B and C vitamins.
Source Naturals Essential Enzymes 500mg Bio-Aligned Multiple Enzyme Supplement - 360 Capsules,Essential Enzyme is a Bio-Aligned Formula
"GoodSense Aller-Ease Fexofenadine Hydrochloride Tablets, 180 mg, 120 Count","Allergy relief of sneezing, runny nose, itchy, watery eyes, itchy nose or throat. Compare to active ingredient in Allegra allergy. See product images above for full product details."
"Golden Malted Pancake & Waffle Flour, All Natural, 33 Oz","Golden Malted Pancake & Waffle Flour, All Natural, 33 Oz"
Casa Sanchez Thick And Crispy Tortilla Chip,Casa Sanchez Thick And Crispy Tortilla Chip
"Mountain Dew Cans (12 Count, 12 Fl Oz Each)","Mountain Dew, the original, the one that started it all. MTN DEW exhilarates and quenches with its one of a kind taste. #DOTHEDEW #MountainDew"
STARBURST Original Halloween Candy Fun Size Fruit Chews 10.58-Ounce Bag,Starburst original flavor.
"Finish Jet Dry Rinse Aid Dishwasher Rinse Agent, 4.22 Fluid Ounce","Finish jet dry rinse aid dishwasher rinse agent, 4.22 Fluid ounce."
"Maybelline New York Define-A-Line Eyeliner, Ebony Black, 0.01 Ounce",Glides on smoothly and precisely in just one stroke. Contoured smudger makes blending easy.
"Marukan Genuine Brewed Rice Vinegar, 12 Fl Oz","Marukan Genuine Brewed Rice Vinegar, 12 Fl Oz"
"Taste of the Wild Sierra MTN Canine with Roasted Lamb Food for Pets, 5 Pound","Taste of the Wild Sierra Mtn Canine With Roasted Lamb Food for Pets, 5 Pound ."
"Gold Medal Better for Bread Flour, 5 Pound","Gold medal better for bread flour, 5 lb."
"KONG Senior Dog Toy, Large, Purple","This product has a great performance, quality and price. Give to senior dogs to encourage play and exercise. Manufacturer: KONG COMPANY"
"SunChips Original Multigrain Snacks, 7 Ounce","SunChips multigrain snacks, original, 7 ounce"
"Corn Nuts Snack Mix, Chile Picante Flavor, 7 Ounce Bag","Everything tastes better with lemon, and this flavor is no different. Its citrusy zing will keep you riveted as you spice up your life with Chile Picante with lemon Corn Nuts."
"Dial for Men Hair + Body Wash, Ultimate Clean, 32 Ounce",For those who have better things to do than switch bottles between washing their hair and body. Dial for men hair + body wash is engineered with a balance of cleansers and conditioners for the ultimate clean without drying your skin.
"KIT KAT Chocolate Candy Bar, 4.5 Ounce",Get ready for your big break! KIT KAT Extra Large Wafer Bars make an extra-fulfilling treat!
"Kraft Caramels, 11 oz Wrapper",Artificially flavored. Looking for a rich & creamy snack? Enjoy a few of these bite-sized chewy candies with unforgettable caramel flavor.
"Donut House Collection Coffee, Cinnamon Roll, K-Cup Portion Pack for Keurig K-Cup Brewers, 24-Count","The flavor and aroma of a fresh-baked cinnamon roll, still warm from the oven. Dig in. Convenient 96 count case pack. K-cups are compatible with all Keurig brewers, and are also compatible with the new Keurig 2.0"
"Wellesse MultiVitamin+ Fast Absorbing Supplement, 16 Day Supply , 16 Ounces Natural Tangy Citrus (Packaging May Vary)","Wellesse Liquid Complete B-Complex Multivitamin Dietary Supplement, 16 Oz"
"Kool-Aid Flavored Drink Mix, Sugar Sweetened Orange, 19 Ounce Container","A delicious alternative to soda, Kool-Aid is a refreshing drink kids love."
"Alka-Seltzer Plus Severe Cough, Mucus and Congestion Liquid Gels, 20 Count","Alka-Seltzer plus severe cough, mucus and congestion liquid gel."
"Dynasty SaiFun Bean Threads Noodles, 5.29 Ounce",Saifun noodles are an Asian noodle made from mung beans.
"Royal Mahout Basmati Rice, 11 Pound",Long and slender grain aromatic rice.
"Energizer MAX D Alkaline Batteries, 10-Count","Long-lasting power and innovation is what the Energizer MAX family is all about  up to 10-year shelf life for D batteries. Plus, PowerSeal Technology is the Energizer innovation that delivers energy you can rely on."
"The Peanut Shop of Williamsburg Handcooked Virginia Peanuts, 10.5 Ounce","The peanut shop of Williamsburg hand cooked Virginia peanuts, 10.5 Ounce."
"Tender Natrapel 8 Hour Pump, 3.4 oz",Natrapel 8-hour's deet-free formula provides 8 plus hours of protection from biting insects and ticks.
"Near East Roasted Garlic & Olive Oil Vermicelli Pasta Mix, 7oz Box","Our Garlic and Olive Oil Vermicelli Pasta is a tasty combination of a classic olive oil sauce with roasted garlic, red bell peppers, and parmesan cheese, and 100% semolina wheat vermicelli."
"STRONG & KIND Protein Bars, Hickory Smoked Bar, 1.6 Ounce","This hickory-smoked, protein-packed bar isnt just bold, its down-right rugged. It's like the beard-growing, wood-chopping, pick-up truck driving snack that doesnt need a map when it goes walking in the woods. Your hunger has nothing on this bar."
"Marukan Seasoned Rice Vinegar, Organic, 12 Fl Oz","Marukan Seasoned Rice Vinegar, Organic, 12 Fl Oz"
"Super Poligrip Free Travel Size, 0.75 Ounce","Poligrip. Denture Adhesive cream.Super Strong, all-day hold. Ooze-Control Tip. Zinc Free formula. Free No artificial flavors or colors. Valuable Savings inside."
"Seattle's Best Coffee Portside Blend (Previously Signature Blend No. 3) Medium Roast Ground Coffee, 12-Ounce Bag","Portside BlendDo you enjoy a hearty and well-rounded cup of easy-going, medium, full-bodied coffee made from a distinctive blend of premium, smooth-roasted beans? A taste that brightens the day and perks up your mood? We thought you might."
"Krusteaz Pancake Mix, Buttermilk, 56 Oz","Krusteaz Pancake Mix, Buttermilk, 56 Oz"
"NOW Vitamin A 25,000 IU,250 Softgels","Vitamin a is essential for the maintenance of healthy epithelial tissue which is found in the skin, eyes, respiratory system, GI and urinary tracts."
"The Pencil Grip Original, Universal Ergonomic Writing Aid for Righties and Lefties, 6 Count Assorted Colors (TPG-11106)","Paper Clip, Assorted Colors - 1.125"" (100 pc. Box)"
"Popcornopolis Caramel Corn Gourmet Popcorn, 10 oz","Popcornopolis Caramel Corn Gourmet Popcorn, 10 oz"
"Senokot-S Natural Vegetable Laxative Ingredient Tablets, 60 Count","Senokot-S Natural Vegetable Laxative Ingredient + Stool Softener Tablets, 60-count"
"Barbara's Bakery Organic Brown Rice Crisps Cereal, 10 Ounce","Enjoy these heart-healthy, airy crisps of fruit juice sweetened crunchy brown rice for a perfectly scrumptious start to your day."
FENTIMANS BEV 4PK DNDELION BRDCK 37.2FO,Fermented botanical dandelion & burdock drink with ginger extract
"Nature Valley Granola Bars, Sweet and Salty Nut, Peanut, 12 Bars - 1.2 oz",Dipped in peanut butter coating bursting with peanuts.
NYX Professional Makeup Eye Brow Shaper Wax,"Tame unruly eyebrows with this ingenious wax eye brow sharper pencil. The blend of waxes is enriched with vitamin e and leaves arches in tip-top condition and impeccable shape, with just a few strokes."
"JELL-O Pomegranate Blueberry Gelatin Dessert, 3 Ounce",Jell-O pomegranate blueberry gelatin dessert. No artificial sweeteners. No high fructose corn syrup. 4 1/2-cup servings.
"Now Lavender Oil, 1-Ounce","NOW Lavender Oil, 1-Ounce"
"Perdiem Overnight Stimulant Laxative Pills, Sennosides Natural Vegetable Ingredient, 60 count","Sennosides, stimulant laxative. A natural vegetable ingredient. No mixing, no mess. Formulated for dependable overnight relief. Very low sodium. Relieves occasional constipation (irregularity). Generally produces bowel movement in 6 to 12 hours."
"PLATO Pet Treats Salmon, 16 Ounce","Plato pet treats salmon, 6 ounce."
"Multi Grain Cheerios Peanut Butter Cereal, 11.3 Ounce",Multi grain cheerios peanut butter cereal.
Beurer IL50 Infrared Heat Lamp for Pain and Cold Relief,"Infrared heat lamp for temporary relief of minor muscle, joint pain and stiffness, or muscle spasm and the temporary increase in blood circulation. 300 watts."
"Stretch Island All-Natural Autumn Apple Fruit Strips, 0.5 Ounce (Pack of 30)","100% fruit snack. Sir newton had a theory about gravity, he observed its effect under our fruit leather tree; flat wild apples would drop, supporting his hunch, but the evidence was gone - Isaac ate them for lunch. Diabetics/Diet exchange: 1 fruit."
"vitaminwater zero focus, electrolyte enhanced water w/ vitamins, kiwi-strawberry drink, 20 fl oz",Vitamin Water Zero Focus Bottle
"Honey Tree Raw Organic Honey, Wildflower, 12 Ounce",Delicious organic honey from brazil raw honey may crystallize.
"Icy Hot Maximum Strength Medicated Sleeve, Large, 3 Count","Menthol 16%. Pain relieving lotion on a breathable flexible sleeve. Expands to fit 8 to 24 inch in circumference. Icy to dull the pain - hot to relax it away. Ankles, elbows, wrists & knees."
"Dr. Scholl's for Her Smooth My Sole Micro File, 3 Count","Dr. Scholl's for her smooth my sole micro file. New and improved blade. Gently removes rough, dry skin. New multidirectional blade for easier use. Latest advancement in ProSharp. Micro file technology. Includes 3 smoothing pads. Ergonomic design."
"Nature Valley Cereal, Baked Oat Bites, 16.25 oz",Nature Valley Baked Oat Bites Cereal 16.25 oz. Box
"Renpure Coconut Cream Nourishing Shampoo, 16 Fluid Ounce",Coconut cream has a unique micro structure that lubricates and protects each individual hair strand from shampoo friction. Coconut cleansers gently lift and remove foreign material leaving hair clean and undamaged.
"McCormick California Style Lemon & Pepper, 2.5 oz","A bold blend of zesty lemon, coarse black pepper, onion and a hint of garlic. Add to chicken, fish or shrimp. Shake on green beans, broccoli and other vegetables. Fresh flavor guaranteed."
"Cheetos Halloween Treat Sack, 26count (.65 ounce)",CHEETOS is releasing a 26ct Trick or Treat Pack treat-size multipack for Halloween! Each treat-size bag features a spooky Halloween design featuring CHESTER CHEETAH and is the perfect size for your trick-or-treaters!
"Tea's Tea Unsweetened Jasmine Green Tea, 16.9 oz","Ito En Iced Tea, Green Jasmine, 16.9 Fl Oz"
"AmLactin Moisturizing Body Lotion, 14.1 Ounce",Discover the Power of Alpha-Hydroxy Therapy
"Chips Ahoy! Original Chocolate Chip Cookies, 13 Ounce (packaging may vary)",Chips Ahoy! Original Chocolate Chip Cookies are crowd-pleasing crunchy cookies that come crammed with real chocolate chips to satisfy any sweet tooth.
"Los Pericos Tostada Shells, 10 ct","Los Pericos Tostada Shells, 10 ct"
"Maybelline New York The Colossal Volum' Express Washable Mascara, Glam Black 230, 0.31 Fluid Ounce","Creates 9x the volume, instantly. Patented mega brush collagen formula plump lashes one by one. Dramatic volume with no clumps, washable."
"Lindt Chocolate White Chocolate Truffles,9.3 Ounce",The Lindt LINDOR Truffle with an irresistibly smooth center guaranteed to melt the heart of every chocolate connoisseur on your gift list. Each bag contains approximately 22 divine White Chocolate Truffles.
York Minis Peppermint Patties,"Chill out anywhere you go with the cool sensations of YORK Minis. These mini YORK Peppermint Patties pack all the zingy punch and dark chocolate richness of the original in an unwrapped, poppable version!"
"Vanicream Cleansing Bar for sensitive skin - gently cleanses and moisturizes - fragrance free, preservative free - 3.9 ounce","A mild and gentle, soap-free, fragrance-free cleansing bar for daily use. Formulated to gently cleanse sensitive skin. Ideal for dry skin associated with eczema, psoriasis, ichthyosis, and winter itch. Face and body cleansing bar. Kid-friendly."
"Kellogg's Nutri-Grain Breakfast Biscuits (Apple Cinnamon, 7 oz)","Nutri-Grain breakfast biscuits are a tasty and wholesome way to start your morning, even when you are on the go."
"India Tree Vanilla Sugar, 3 Pound",Turbinado style sugar has a natural golden color and old fashioned flavor. To its richness we have added one-third of a fine bourbon vanilla bean. Use INDIA tree vanilla sugar in coffee or on cereal. Add it to custards and whipping cream.
